   3.3335000e+03  -6.6548729e-02
   3.3335146e+03  -6.5721428e-02
   3.3335293e+03  -6.4894127e-02
   3.3335439e+03  -6.2771065e-02
   3.3335586e+03  -6.0647369e-02
   3.3335732e+03  -5.6759816e-02
   3.3335879e+03  -5.2870538e-02
   3.3336025e+03  -5.2866171e-02
   3.3336172e+03  -5.2867505e-02
   3.3336318e+03  -5.5845092e-02
   3.3336464e+03  -5.8828505e-02
   3.3336611e+03  -6.0608952e-02
   3.3336757e+03  -6.2386453e-02
   3.3336904e+03  -6.3557631e-02
   3.3337050e+03  -6.4727027e-02
   3.3337197e+03  -6.3933064e-02
   3.3337343e+03  -6.3132364e-02
   3.3337490e+03  -6.3415953e-02
   3.3337636e+03  -6.3703797e-02
   3.3337783e+03  -6.4138016e-02
   3.3337929e+03  -6.4572880e-02
   3.3338075e+03  -6.2814157e-02
   3.3338222e+03  -6.1044665e-02
   3.3338368e+03  -6.0884848e-02
   3.3338515e+03  -6.0733727e-02
   3.3338661e+03  -6.0747912e-02
   3.3338808e+03  -6.0763072e-02
   3.3338954e+03  -6.0005922e-02
   3.3339101e+03  -5.9243837e-02
   3.3339247e+03  -5.9508686e-02
   3.3339393e+03  -5.9780608e-02
   3.3339540e+03  -6.0724039e-02
   3.3339686e+03  -6.1672427e-02
   3.3339833e+03  -6.1150654e-02
   3.3339979e+03  -6.0617299e-02
   3.3340126e+03  -6.0638020e-02
   3.3340272e+03  -6.0663382e-02
   3.3340419e+03  -6.0999856e-02
   3.3340565e+03  -6.1339091e-02
   3.3340711e+03  -6.0358542e-02
   3.3340858e+03  -5.9365628e-02
   3.3341004e+03  -5.9249429e-02
   3.3341151e+03  -5.9141881e-02
   3.3341297e+03  -5.9151724e-02
   3.3341444e+03  -5.9162784e-02
   3.3341590e+03  -6.1795924e-02
   3.3341737e+03  -6.4457551e-02
   3.3341883e+03  -6.4371219e-02
   3.3342030e+03  -6.4253660e-02
   3.3342176e+03  -6.1411170e-02
   3.3342322e+03  -5.8536354e-02
   3.3342469e+03  -5.8467904e-02
   3.3342615e+03  -5.8434152e-02
   3.3342762e+03  -5.8097292e-02
   3.3342908e+03  -5.7756532e-02
   3.3343055e+03  -5.9733970e-02
   3.3343201e+03  -6.1742395e-02
   3.3343348e+03  -6.1319321e-02
   3.3343494e+03  -6.0862528e-02
   3.3343640e+03  -5.9413634e-02
   3.3343787e+03  -5.7950482e-02
   3.3343933e+03  -5.9140295e-02
   3.3344080e+03  -6.0369567e-02
   3.3344226e+03  -5.9810603e-02
   3.3344373e+03  -5.9224141e-02
   3.3344519e+03  -5.8570480e-02
   3.3344666e+03  -5.7915752e-02
   3.3344812e+03  -5.7581844e-02
   3.3344959e+03  -5.7253193e-02
   3.3345105e+03  -5.9679225e-02
   3.3345251e+03  -6.2151785e-02
   3.3345398e+03  -6.2136427e-02
   3.3345544e+03  -6.2077791e-02
   3.3345691e+03  -6.0973920e-02
   3.3345837e+03  -5.9851338e-02
   3.3345984e+03  -5.9061672e-02
   3.3346130e+03  -5.8278133e-02
   3.3346277e+03  -5.9251170e-02
   3.3346423e+03  -6.0257432e-02
   3.3346569e+03  -5.9717589e-02
   3.3346716e+03  -5.9147717e-02
   3.3346862e+03  -5.9780853e-02
   3.3347009e+03  -6.0437965e-02
   3.3347155e+03  -6.0030951e-02
   3.3347302e+03  -5.9602189e-02
   3.3347448e+03  -5.8793804e-02
   3.3347595e+03  -5.7977468e-02
   3.3347741e+03  -5.8416572e-02
   3.3347887e+03  -5.8882614e-02
   3.3348034e+03  -5.7893538e-02
   3.3348180e+03  -5.6872498e-02
   3.3348327e+03  -5.7428657e-02
   3.3348473e+03  -5.8020267e-02
   3.3348620e+03  -5.9570363e-02
   3.3348766e+03  -6.1142492e-02
   3.3348913e+03  -6.1245288e-02
   3.3349059e+03  -6.1313554e-02
   3.3349206e+03  -6.1236944e-02
   3.3349352e+03  -6.1156855e-02
   3.3349498e+03  -5.9322271e-02
   3.3349645e+03  -5.7444659e-02
   3.3349791e+03  -5.7257413e-02
   3.3349938e+03  -5.7112490e-02
   3.3350084e+03  -5.7730468e-02
   3.3350231e+03  -5.8367939e-02
   3.3350377e+03  -5.9780566e-02
   3.3350524e+03  -6.1213398e-02
   3.3350670e+03  -6.0474521e-02
   3.3350816e+03  -5.9677920e-02
   3.3350963e+03  -5.9969183e-02
   3.3351109e+03  -6.0289920e-02
   3.3351256e+03  -6.0495794e-02
   3.3351402e+03  -6.0698495e-02
   3.3351549e+03  -5.9799403e-02
   3.3351695e+03  -5.8869321e-02
   3.3351842e+03  -5.9333284e-02
   3.3351988e+03  -5.9837178e-02
   3.3352134e+03  -5.9846546e-02
   3.3352281e+03  -5.9841492e-02
   3.3352427e+03  -5.8908997e-02
   3.3352574e+03  -5.7948977e-02
   3.3352720e+03  -5.9552578e-02
   3.3352867e+03  -6.1233590e-02
   3.3353013e+03  -6.2758920e-02
   3.3353160e+03  -6.4279469e-02
   3.3353306e+03  -6.3561742e-02
   3.3353453e+03  -6.2774104e-02
   3.3353599e+03  -6.1456218e-02
   3.3353745e+03  -6.0121496e-02
   3.3353892e+03  -5.9122051e-02
   3.3354038e+03  -5.8133428e-02
   3.3354185e+03  -5.9423640e-02
   3.3354331e+03  -6.0788587e-02
   3.3354478e+03  -6.1473688e-02
   3.3354624e+03  -6.2136139e-02
   3.3354771e+03  -6.2603538e-02
   3.3354917e+03  -6.3064336e-02
   3.3355063e+03  -6.2108376e-02
   3.3355210e+03  -6.1103734e-02
   3.3355356e+03  -6.0281511e-02
   3.3355503e+03  -5.9465651e-02
   3.3355649e+03  -5.9068956e-02
   3.3355796e+03  -5.8687103e-02
   3.3355942e+03  -5.8886649e-02
   3.3356089e+03  -5.9107084e-02
   3.3356235e+03  -5.8576785e-02
   3.3356381e+03  -5.8019117e-02
   3.3356528e+03  -5.8332159e-02
   3.3356674e+03  -5.8677400e-02
   3.3356821e+03  -5.8372651e-02
   3.3356967e+03  -5.8043523e-02
   3.3357114e+03  -5.8844343e-02
   3.3357260e+03  -5.9688139e-02
   3.3357407e+03  -5.9942643e-02
   3.3357553e+03  -6.0174425e-02
   3.3357700e+03  -6.0150111e-02
   3.3357846e+03  -6.0115787e-02
   3.3357992e+03  -5.8769261e-02
   3.3358139e+03  -5.7370753e-02
   3.3358285e+03  -5.7514775e-02
   3.3358432e+03  -5.7720719e-02
   3.3358578e+03  -5.8037428e-02
   3.3358725e+03  -5.8358643e-02
   3.3358871e+03  -5.9562788e-02
   3.3359018e+03  -6.0803311e-02
   3.3359164e+03  -6.0829300e-02
   3.3359310e+03  -6.0804605e-02
   3.3359457e+03  -6.0450681e-02
   3.3359603e+03  -6.0082843e-02
   3.3359750e+03  -5.9819421e-02
   3.3359896e+03  -5.9560466e-02
   3.3360043e+03  -5.9640824e-02
   3.3360189e+03  -5.9735882e-02
   3.3360336e+03  -5.9652830e-02
   3.3360482e+03  -5.9561967e-02
   3.3360629e+03  -5.8470545e-02
   3.3360775e+03  -5.7334710e-02
   3.3360921e+03  -5.7823225e-02
   3.3361068e+03  -5.8384706e-02
   3.3361214e+03  -5.9182575e-02
   3.3361361e+03  -5.9991189e-02
   3.3361507e+03  -5.9430515e-02
   3.3361654e+03  -5.8806869e-02
   3.3361800e+03  -5.8993971e-02
   3.3361947e+03  -5.9218793e-02
   3.3362093e+03  -5.9133649e-02
   3.3362239e+03  -5.9033919e-02
   3.3362386e+03  -6.0280354e-02
   3.3362532e+03  -6.1590860e-02
   3.3362679e+03  -5.9673350e-02
   3.3362825e+03  -5.7600473e-02
   3.3362972e+03  -5.7487907e-02
   3.3363118e+03  -5.7470745e-02
   3.3363265e+03  -5.8296700e-02
   3.3363411e+03  -5.9164141e-02
   3.3363557e+03  -5.8771188e-02
   3.3363704e+03  -5.8315538e-02
   3.3363850e+03  -5.6750835e-02
   3.3363997e+03  -5.5130366e-02
   3.3364143e+03  -5.7432465e-02
   3.3364290e+03  -5.9933913e-02
   3.3364436e+03  -6.1081687e-02
   3.3364583e+03  -6.2159934e-02
   3.3364729e+03  -6.1537959e-02
   3.3364876e+03  -6.0827740e-02
   3.3365022e+03  -5.9446951e-02
   3.3365168e+03  -5.8030995e-02
